epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,6983,0.96279,0.56009,1.02585,0.88914,0.80102,0.84635,0.41669,1.86074,0.79025,1.71965,0.0010322,0.0010322,0.0010322
178,7022.5,0.95382,0.5525,1.03493,0.91046,0.78784,0.84252,0.41139,1.88686,0.8133,1.7411,0.00103096,0.00103096,0.00103096
179,7060.11,0.95307,0.56824,1.03072,0.92443,0.78634,0.84304,0.41071,1.91712,0.83029,1.73265,0.00102972,0.00102972,0.00102972
180,7099.34,0.95556,0.55151,1.0375,0.88883,0.7873,0.83173,0.4149,1.85558,0.81831,1.70909,0.00102849,0.00102849,0.00102849
181,7141.05,0.97618,0.57143,1.0432,0.8865,0.79775,0.83298,0.4121,1.81339,0.82027,1.67468,0.00102725,0.00102725,0.00102725
182,7180.51,0.96151,0.56572,1.03603,0.86364,0.78086,0.81957,0.42093,1.83276,0.80382,1.67399,0.00102601,0.00102601,0.00102601
183,7218.11,0.96079,0.55658,1.03598,0.89172,0.76702,0.80839,0.40964,1.88654,0.85132,1.74613,0.00102478,0.00102478,0.00102478
184,7260.75,0.93905,0.55256,1.04207,0.90287,0.79699,0.84751,0.41961,1.84917,0.82795,1.69777,0.00102354,0.00102354,0.00102354
185,7299.31,0.9573,0.56099,1.03704,0.86888,0.81467,0.83479,0.41198,1.89618,0.85176,1.72125,0.0010223,0.0010223,0.0010223
186,7338.24,0.96397,0.56083,1.04372,0.87049,0.81282,0.84639,0.42324,1.78913,0.80725,1.63817,0.00102106,0.00102106,0.00102106
187,7376.67,0.94945,0.55678,1.04078,0.87263,0.796,0.82855,0.40822,1.8606,0.84547,1.68361,0.00101983,0.00101983,0.00101983
188,7417.96,0.95346,0.55885,1.02511,0.91113,0.79313,0.83852,0.40336,1.88084,0.79219,1.70342,0.00101859,0.00101859,0.00101859
189,7457.15,0.95233,0.55103,1.0274,0.89221,0.8136,0.8509,0.41241,1.91381,0.81731,1.73946,0.00101735,0.00101735,0.00101735
190,7496.39,0.95692,0.56217,1.03556,0.89956,0.78561,0.83374,0.404,1.89757,0.8557,1.72317,0.00101611,0.00101611,0.00101611
191,7536.32,0.94865,0.5552,1.02885,0.87442,0.7996,0.81907,0.41169,1.88449,0.82018,1.74992,0.00101488,0.00101488,0.00101488
192,7575.57,0.93685,0.55055,1.02229,0.89141,0.79756,0.83782,0.40835,1.89334,0.85855,1.76185,0.00101364,0.00101364,0.00101364
193,7614.77,0.92063,0.53843,1.0064,0.87785,0.79054,0.81279,0.40066,1.89084,0.84652,1.77116,0.0010124,0.0010124,0.0010124
194,7653.66,0.9075,0.53232,1.01475,0.88096,0.8065,0.8349,0.40071,1.9012,0.87753,1.7665,0.00101116,0.00101116,0.00101116
195,7693.57,0.9342,0.53173,1.01555,0.89346,0.79935,0.83766,0.41215,1.90708,0.87603,1.76177,0.00100993,0.00100993,0.00100993
196,7732.61,0.91252,0.5288,1.00555,0.90421,0.80034,0.8431,0.4244,1.8669,0.80895,1.69015,0.00100869,0.00100869,0.00100869
197,7772.19,0.90916,0.52753,1.02791,0.88916,0.77709,0.83537,0.4187,1.86627,0.81434,1.70054,0.00100745,0.00100745,0.00100745
198,7812.54,0.91898,0.55001,1.02266,0.866,0.79836,0.84525,0.41409,1.8845,0.85513,1.68113,0.00100621,0.00100621,0.00100621
199,7851.92,0.92559,0.55772,1.02241,0.90834,0.78866,0.84775,0.42008,1.83596,0.81534,1.69384,0.00100497,0.00100497,0.00100497
200,7889.55,0.90851,0.53694,1.01052,0.89642,0.79669,0.84636,0.41382,1.87737,0.80628,1.746,0.00100374,0.00100374,0.00100374
201,7926.33,0.90414,0.53369,1.00714,0.87058,0.81766,0.85158,0.41242,1.91769,0.82901,1.76369,0.0010025,0.0010025,0.0010025
202,7964.02,0.9163,0.55118,1.0297,0.88741,0.78245,0.83168,0.40673,1.86658,0.83147,1.71836,0.00100126,0.00100126,0.00100126
203,8003.15,0.90645,0.52528,1.00647,0.8627,0.8044,0.84678,0.40724,1.88832,0.88101,1.71206,0.00100003,0.00100003,0.00100003
204,8043.32,0.93035,0.54085,1.01235,0.86266,0.80374,0.82544,0.40131,1.88347,0.84404,1.69526,0.000998787,0.000998787,0.000998787
205,8083.95,0.89789,0.53161,1.01117,0.89928,0.81425,0.84333,0.41478,1.88689,0.84126,1.70235,0.00099755,0.00099755,0.00099755
206,8120.28,0.91071,0.53285,1.00194,0.9028,0.79424,0.83681,0.40244,1.9439,0.82881,1.70827,0.000996313,0.000996313,0.000996313
207,8159.16,0.91665,0.53181,1.02193,0.87982,0.79137,0.81203,0.4006,1.92906,0.90113,1.76473,0.000995075,0.000995075,0.000995075
208,8197.01,0.89213,0.52116,0.99503,0.90042,0.79196,0.83824,0.40323,1.88638,0.84066,1.73334,0.000993838,0.000993838,0.000993838
209,8237.89,0.89538,0.53325,1.01323,0.90309,0.77218,0.83875,0.41577,1.88999,0.83436,1.74302,0.0009926,0.0009926,0.0009926
210,8274.86,0.91154,0.53315,1.01177,0.89647,0.79368,0.83249,0.40822,1.89193,0.82926,1.75825,0.000991363,0.000991363,0.000991363
211,8312.14,0.90255,0.52631,1.0135,0.91312,0.80142,0.84794,0.42065,1.88793,0.81373,1.72284,0.000990125,0.000990125,0.000990125
212,8349.65,0.88396,0.53551,1.00349,0.87773,0.79413,0.83856,0.42233,1.89091,0.86105,1.71137,0.000988888,0.000988888,0.000988888
213,8388.18,0.89269,0.52363,1.0005,0.87106,0.82297,0.84381,0.42672,1.86996,0.82921,1.68813,0.00098765,0.00098765,0.00098765
214,8426.12,0.89665,0.53045,0.99991,0.87616,0.79431,0.84359,0.4216,1.8491,0.83392,1.67375,0.000986413,0.000986413,0.000986413
215,8465.2,0.88635,0.52528,1.00837,0.86611,0.82079,0.83525,0.40813,1.90971,0.83315,1.7175,0.000985175,0.000985175,0.000985175
216,8504.25,0.88234,0.51419,1.00689,0.9077,0.79579,0.83598,0.426,1.80928,0.7756,1.65558,0.000983938,0.000983938,0.000983938
217,8541.59,0.8861,0.51625,0.996,0.90032,0.79607,0.83617,0.4164,1.85918,0.79494,1.66404,0.0009827,0.0009827,0.0009827
218,8580.14,0.88105,0.52144,1.00502,0.90275,0.78567,0.83765,0.41835,1.89325,0.84741,1.68712,0.000981462,0.000981462,0.000981462
219,8618.92,0.87526,0.52507,1.00307,0.88445,0.77443,0.83651,0.41438,1.86514,0.8054,1.68397,0.000980225,0.000980225,0.000980225
220,8657.48,0.9216,0.54649,1.03575,0.90422,0.81177,0.85377,0.42415,1.91734,0.90099,1.67192,0.000978988,0.000978988,0.000978988
